"","response.docs.lead_paragraph"
"5892","President Trump’s lawyers appear to have noticed how restless senators got during the more than 21 hours of arguments by the House Democratic managers over three days. "
"5893","Immediately after the White House lawyers finished their opening arguments on Saturday, Democrats sought to pick the presentation apart. "
"5894","President Trump’s lawyers wrapped up a brief opening argument against his impeachment on Saturday much as they had begun, seeking to turn accusations of wrongdoing back on Democrats and insisting that there were innocent explanations for Mr. Trump’s actions toward Ukraine."
"5895","Donald Trump is a lawless president and revolting person who richly deserved his impeachment and, in a better world, would be convicted in the Senate and removed from the White House. That’s my view, as it is the view of a plurality — albeit a narrow plurality — of the American people."
"5896","Read our full story on the day. Here are some highlights from the session. And here’s video from Saturday."
"5897","DUBAI, United Arab Emirates — Iran’s enriched uranium stockpile has far exceeded the level allowed by its international nuclear deal, an aide to Iran’s nuclear chief said on Saturday."
"5898","PORTLAND, Maine — There is nothing obviously wrong with Maine’s biggest city. Its shops buzz in the summer with well-heeled tourists. Zillow rates the real estate market “very hot.” David Geffen’s yacht docks at port from time to time. The food scene is great. In November, the unemployment rate was barely 2.2 percent."
"5899","To the Editor:"
"5900","To be a basketball fan is to rank the star you’re watching with the stars you have seen before, constantly searching for the precise comparison."
"5901","General Motors said Monday that it was investing $2.2 billion in a Detroit plant where it will produce all-electric trucks and sport utility vehicles, fulfilling a key promise made during last year’s union negotiations."
"5902","Planets hang from the ceiling. Actors in oversize bobbleheads dance a quadrille. Puppets come in varying shapes and sizes. Then there are projections, a percolating marching band, a pulsing electronic beat: “The Transfiguration of Benjamin Banneker” is pretty trippy."
"5903","Welcome to our new On Politics morning newsletter, a daily political analysis of the 2020 elections, based on reporting by Times journalists and interviews with Democratic and Republican officials, voters, pollsters and strategists."
"5904","How can you make this week’s Super Bowl relevant to your curriculum? Whether debating football-related controversies, making predictions, analyzing ads, writing descriptions, understanding data and statistics, or learning about head trauma, we have ideas for using The Times and The Learning Network to help you do just that."
"5905","LOS ANGELES — When The Sacramento Bee published a scathing editorial about the impeachment trial last week — using words like “deliberately misled” “betrayed” and “lied” — much of the newspaper’s wrath was directed not at President Trump, but at one of his leading defenders: Devin Nunes, a Republican congressman who represents the Central Valley."
"5906","It started after they went to his apartment. There, she told a jury, alone with him in his Manhattan loft, her boss, Harvey Weinstein, lunged at her on a sofa."
"5907","Skateboarding’s history and culture in Japan is an echo of the United States — imported a generation ago, through rebellious teens skating in the dim corners of polite Japanese society. One big difference from America? Skateboarding, with all its noise and commotion, has never been welcomed on the streets and sidewalks of Japan. But that has not hindered its growth. Skateparks are popping up everywhere, skateboarding’s countercultural vibe has hit the mainstream, and Japan is expected to dominate its competitors when skateboarding makes its Olympic debut at this year’s Summer Games in Tokyo."
"5908","Democrats don’t just want to hear from John R. Bolton, President Trump’s former national security adviser. They also want his notes — and getting them could help pave the way for other documents they have been demanding."
"5909","WUHAN, China — A top Chinese health official warned on Sunday that the spread of the dangerous new coronavirus, already extraordinarily rapid, is accelerating further, deepening global fears about an illness that has sickened more than 2,700 people worldwide and killed at least 80 people in China."
"5910","We asked the candidates about whether vaping products should be legal."
"5911","We asked the candidates whether they thought the United States was a racist country."
"5912","We asked the candidates about the urgency of reducing carbon emissions."
"5913","We asked the candidates what they want foreign leaders to know about them."
"5914","One actress accused Harvey Weinstein of raping her after he had pushed his way into her New York City apartment in 1993. A second woman said he forcibly performed oral sex on her inside of his TriBeCa apartment in 2006. Seven years later, in a hotel in Midtown Manhattan, the Hollywood producer allegedly raped a third woman."
"5915","WASHINGTON — Representative Adam B. Schiff, the House’s lead impeachment manager, accused President Trump on Sunday of trying to threaten him on Twitter and urged Republican senators to find the “moral courage to stand up” to a “wrathful and vindictive president.”"
"5916","The last time Los Angeles Lakers guard Kobe Bryant played an N.B.A. game, he went out shooting. It was April 13, 2016, and Bryant scored 60 points, much to the delight of the Staples Center crowd, which included the actor Jack Nicholson and the rapper Snoop Dogg. He was gunning from a distance without a conscience, showing little of the wear and tear that nearly 60,000 professional basketball minutes had put on him."
"5917","We asked the candidates how they would get Republicans to support their agenda."
"5918","We asked the candidates what their 18-year-old self would think of them now."
"5919","BARCELONA, Spain — When Rosalía, a Spanish singer and songwriter, released her debut album, “Los Ángeles,” in 2017, she was largely unknown outside of Spain. In the years since, she has won two MTV Video Music Awards and five Latin Grammys, garnered nine million Instagram followers and made a cameo in Pedro Almodóvar’s film, “Pain and Glory.” Her 2018 genre-bending sophomore release, “El Mal Querer,” also earned a Grammy nomination for best new artist: The 26-year-old musician from Sant Esteve Sesrovires, a small town north of Barcelona, is the first Spanish-language recording artist to break into the category. (The award ceremony takes place tonight.)"
"5920"," [Want to get New York Today by email? Here’s the sign-up.]"
"5921","Warming up the Senate on Monday, one of President Trump’s lawyers, Jay Sekulow, promised the defense team would move in a manner “expeditious but yet thorough.” But even some of the president’s most enthusiastic supporters seem to have concluded that Ken Starr, the former independent counsel turned presidential defense attorney, failed to live up the bill. "
"5922","NEWPORT BEACH, Calif. — The series of events that made Russell Okung, an offensive tackle with the Los Angeles Chargers, realize he needed to force change in the N.F.L. began in July, when he became short of breath during an off-season practice."
"5923","As the White House began Day 2 of its impeachment defense, lawyers were preparing for the possibility that senators would vote to call witnesses, and are looking at which witnesses they might ask for in return for testimony by John R. Bolton, the former national security adviser."
"5924","The slow start to the trial had some senators inside the chamber visibly struggling to remain engaged with President Trump’s lawyers."
"5925","For the first time for the defense, Jane Raskin, one of the president’s lawyers, focused on the role of Rudy W. Giuliani, the president’s personal lawyer. She called him a “colorful distraction,” pointing out that despite his purported importance in the controversy, House impeachment investigators did not subpoena him to testify."
"5926","One of the key prosecution witnesses at the center of President Trump’s impeachment trial on Sunday lectured Secretary of State Mike Pompeo — and, without directly saying so, Mr. Trump — about the importance of supporting Ukraine. William B. Taylor Jr., the former top American diplomat in Ukraine, took issue with Mr. Pompeo for reportedly questioning whether Americans care about that country. In an op-ed published in The New York Times, Mr. Taylor described the many reasons Ukraine, a country wedged between Russia and the countries of NATO, is vital to the United States."
"5927","Before the Iowa caucuses, we sat down with the 2020 Democratic presidential candidates (again) to ask 20 questions on President Trump, foreign policy, celebrity crushes and more."
"5928","John R. Bolton was President Trump’s national security adviser for a year and a half, but he has been a fixture in conservative politics for a generation, making it difficult for Republicans to merely dismiss him as a partisan with an ax to grind. There is no better evidence of the complications his potential testimony would create for Senate Republicans than the campaign checks he has written many of them."
"5929","A small room. A language barrier. An interrogation after hours of travel. Months spent preparing for a new life overseas, all gone in a blur."
"5930","Democrats don’t just want to hear from John R. Bolton, President Trump’s former national security adviser. They also want his notes — and getting them could help pave the way for other documents they have been demanding."
"5931","We asked the candidates about whether vaping products should be legal."
"5932","We asked the candidates whether they thought the United States was a racist country."
"5933","WASHINGTON — Representative Adam B. Schiff, the House’s lead impeachment manager, accused President Trump on Sunday of trying to threaten him on Twitter and urged Republican senators to find the “moral courage to stand up” to a “wrathful and vindictive president.”"
"5934","The last time Los Angeles Lakers guard Kobe Bryant played an N.B.A. game, he went out shooting. It was April 13, 2016, and Bryant scored 60 points, much to the delight of the Staples Center crowd, which included the actor Jack Nicholson and the rapper Snoop Dogg. He was gunning from a distance without a conscience, showing little of the wear and tear that nearly 60,000 professional basketball minutes had put on him."
"5935","BARCELONA, Spain — When Rosalía, a Spanish singer and songwriter, released her debut album, “Los Ángeles,” in 2017, she was largely unknown outside of Spain. In the years since, she has won two MTV Video Music Awards and five Latin Grammys, garnered nine million Instagram followers and made a cameo in Pedro Almodóvar’s film, “Pain and Glory.” Her 2018 genre-bending sophomore release, “El Mal Querer,” also earned a Grammy nomination for best new artist: The 26-year-old musician from Sant Esteve Sesrovires, a small town north of Barcelona, is the first Spanish-language recording artist to break into the category. (The award ceremony takes place tonight.)"
"5936","John R. Bolton appears set to publish his book about his time as President Trump’s former national security adviser in less than two months, according to a listing on Amazon that appeared late Sunday night."
"5937","Before the Iowa caucuses, we sat down with the 2020 Democratic presidential candidates (again) to ask 20 questions on President Trump, foreign policy, celebrity crushes and more."
"5938","It started after they went to his apartment. There, she told a jury, alone with him in his Manhattan loft, her boss, Harvey Weinstein, lunged at her on a sofa."
"5939","LOS ANGELES — When The Sacramento Bee published a scathing editorial about the impeachment trial last week — using words like “deliberately misled” “betrayed” and “lied” — much of the newspaper’s wrath was directed not at President Trump, but at one of his leading defenders: Devin Nunes, a Republican congressman who represents the Central Valley."
"5940","PORTLAND, Maine — There is nothing obviously wrong with Maine’s biggest city. Its shops buzz in the summer with well-heeled tourists. Zillow rates the real estate market “very hot.” David Geffen’s yacht docks at port from time to time. The food scene is great. In November, the unemployment rate was barely 2.2 percent."
"5941","Skateboarding’s history and culture in Japan is an echo of the United States — imported a generation ago, through rebellious teens skating in the dim corners of polite Japanese society. One big difference from America? Skateboarding, with all its noise and commotion, has never been welcomed on the streets and sidewalks of Japan. But that has not hindered its growth. Skateparks are popping up everywhere, skateboarding’s countercultural vibe has hit the mainstream, and Japan is expected to dominate its competitors when skateboarding makes its Olympic debut at this year’s Summer Games in Tokyo."
"5942","“Music to Be Murdered By,” the latest album by the 47-year-old rapper Eminem, topped the Billboard chart this week after a surprise release, becoming his 10th straight album to debut at No. 1, the most of all time and one better than Kanye West, who has an active streak of nine."
"5943","To the Editor:"
"5944","How can you make this week’s Super Bowl relevant to your curriculum? Whether debating football-related controversies, making predictions, analyzing ads, writing descriptions, understanding data and statistics, or learning about head trauma, we have ideas for using The Times and The Learning Network to help you do just that."
"5945","Vintage baseball cards, antique coins and rare comic books, originally bought for pennies, now regularly sell for millions of dollars, sending enthusiasts in pursuit of the next hot collectible: retro video games."
"5946","Before a mysterious respiratory illness emerged in the center of China, spreading with lethal effect through the world’s most populous nation, concerns about the health of the global economy had been easing, replaced by a measure of optimism."
"5947","Kobe Bryant, the retired Los Angeles Lakers basketball star who was one of the greatest to play the game, and his 13-year-old daughter were among nine people killed in a helicopter crash on Sunday outside Los Angeles, rocking the sports world and generating an outpouring of grief and shock across the country."
"5948","Two months ago, Britain’s Prince Andrew issued a public statement saying he would be willing to help American law enforcement officials with their investigation into allegations of sex-trafficking by Jeffrey Epstein and his associates."
"5949","WASHINGTON — The Supreme Court on Monday allowed the Trump administration to move forward with plans to deny green cards to immigrants who are thought to be likely to make even occasional and minor use of public benefits like Medicaid, food stamps and housing vouchers."
"5950","On a cold Chicago morning last month, Gary Marx, a veteran investigative reporter, took his dog for a walk and then strolled over to the affluent Lincoln Park neighborhood. After being buzzed into the courtyard of a large house, he hand-delivered a letter urging the intended recipient to buy — or at least invest in — Mr. Marx’s journalistic home of more than three decades, The Chicago Tribune."
"5951","DES MOINES — With the Iowa caucuses a week away and senators briefly sprung from their impeachment-induced confinement on Capitol Hill, the Democratic presidential candidates and their surrogates spilled out across Iowa on Sunday."
"5952","RIO DE JANEIRO — Brazil’s far-right government has a message for adolescents as the nation grapples with a stubbornly high teenage pregnancy rate and rising H.I.V. infections: Save sex for marriage."
"5953","On Jan. 15, it became clear to the people of Russia that they would never again have the opportunity to vote for Vladimir Putin. It also became clear that they would live with him for the foreseeable future."
"5954","When Julian Assange, the WikiLeaks founder, was charged last year by the Trump administration in connection with the publication of secret United States government documents nearly a decade earlier, many journalists expressed deep concern about the dangerous precedent the case could set for investigative reporting in America."
"5955","“American Dirt” seemed poised to become one of this year’s biggest, buzziest books."
"5956","Add another name to the list of Republicans toying with calling witnesses at President Trump’s impeachment trial."
"5957",""
"5958","Add another name to the list of Republicans toying with calling witnesses at President Trump’s impeachment trial."
"5959","Despite what #wanderlust boards on Pinterest may want you to believe, it does not feel glamorous to arrive in a foreign country, in the dead of night, bedraggled from a long flight and in need of a cab. Ellen Wright, 29, found herself in such a situation last summer while traveling with a group of friends. "
"5960","“Slave Play” was never going to be an easy sell on Broadway. Two hours, no intermission, a painful consideration of racism and trauma told through the stories of three interracial couples undergoing a form of sex therapy that had them role-play as figures on an antebellum plantation."
"5961",""
"5962","“American Dirt” seemed poised to become one of this year’s biggest, buzziest books."
"5963","DES MOINES — The Des Moines Register endorsed Senator Elizabeth Warren for the Democratic presidential nomination on Saturday night, calling her “the best leader for these times.”"
"5964","With isolated cases of the dangerous new coronavirus cropping up in a number of states, public health officials say it is only a matter of time before the virus appears in New York City."
"5965","Bill Ray, one of the last staff photographers for the weekly Life magazine, who shot images as breathtaking as Marilyn Monroe singing “Happy Birthday” to President John F. Kennedy and as indelible as a Navy cruiser’s guns firing on the Vietcong, died on Jan. 9 at his home in Manhattan. He was 83. "
"5966","This briefing has ended. Read the latest developments in our live coronavirus outbreak coverage here."
"5967","WUHAN, China — The repercussions from a mysterious virus that has sickened hundreds of people began reverberating far from its epicenter in central China on Saturday, as Hong Kong closed its schools for several weeks, Beijing began restricting buses in and out of the capital, and the country’s travel association suspended Chinese tour groups heading overseas."
"5968","SHANGHAI — Recently, someone following the coronavirus crisis through China’s official news media would see lots of footage, often set to stirring music, praising the heroism and sacrifice of health workers marching off to stricken places."
"5969","After a helicopter crashed this weekend with the basketball star Kobe Bryant on board, fans across the country paid tribute, building a shrine of flowers outside Staples Center in Los Angeles, where he became a star, and carrying jerseys and basketballs to his high school near Philadelphia, where it all began."
"5970","WASHINGTON — President Trump directly tied the withholding of almost $400 million in American security aid to investigations that he sought from Ukrainian officials, according to an unpublished manuscript of a book that John R. Bolton, Mr. Trump’s former national security adviser, wrote about his time in the White House."
"5971","As Secretary of State Mike Pompeo prepares to meet President Volodymyr Zelensky of Ukraine in Kyiv later this week, he has reportedly asked, “Do Americans care about Ukraine?”"
"5972","The Iowa caucuses and New Hampshire primary owe their first-in-the-nation status partly to circumstance. Decades ago, Iowa’s caucus was the initial step in a long, complex process that the state used to award delegates, which meant that the voting had to happen early in the year. New Hampshire was mostly trying to save money — by scheduling its primary on the same day as many annual town meetings, which were held before the spring mud season."
"5973","An overwhelming number of Americans, including a majority of Republicans, believe the Senate should hear from relevant witnesses and obtain documents during President Trump’s impeachment trial. Striking new revelations about the president’s role in the Ukraine affair, as reported from an unpublished manuscript by John Bolton, underscore the need for his testimony and that of others."
"5974","In 2013 my college team, the California Golden Bears, made it to the final four of the national championship. One day in the locker room our coach, Lindsay Gottlieb, told us there was a surprise. She projected a grainy cellphone video of a personal message from Kobe Bryant wishing us luck. We lost to Louisville in the semifinal, but Kobe’s belief in us stuck."
"5975","President Trump’s defense team keeps asserting that Volodymyr Zelensky, Ukraine’s president, got the meeting he wanted with Mr. Trump."
"5976","Subscribe to “The Choice” on your favorite listening app:"
"5977","Online commerce and for-profit activity have largely shaped the internet over the past 25 years, but a few important corners of the internet have remained staunchly nonprofit, retaining some of the internet’s early charm and resistance to commercial interests. One of those corners is the .org top-level domain, the go-to domain for nonprofits and nongovernmental organizations looking to establish an affordable and reputable online presence."
"5978","The defense from Bernie Sanders was straightforward: It wasn’t me."
"5979","Many Americans came to know John R. Bolton from his appearances on Fox News, where he was a featured commentator from 2007 to 2018. On Monday, though, the network’s hosts were treating their former colleague with a newfound skepticism."
"5980","President Trump falsely tweeted this morning that House Democrats didn’t seek testimony from John R. Bolton, his former national security adviser."
"5981","On his way to Monday night’s quarterfinal match at this Australian Open, third-seeded Roger Federer, a 20-time Grand Slam tournament winner, did not play a seeded player. Although he struggled in his third-round match against John Millman, Federer looked fresh and decisive in his other three victories. Even when a portion of Federer’s game is not up to par, it can still rise above even other world-class players. Forehand errors defined the third-round match, but Federer won it off a forehand winner on a point in which Millman had pressed him into a poor position."
"5982","Senator Susan Collins, Republican of Maine and one of the most closely watched swing votes on calling witnesses, said in a statement on Monday that new revelations from John R. Bolton, the former White House national security adviser, “strengthen the case for witnesses” in President Trump’s impeachment trial. "
"5983","For years, John R. Bolton has been a conservative Republican stalwart: foreign policy hawk, ambassador to the United Nations under President George W. Bush, fellow at the American Enterprise Institute, commentator on Fox News and national security adviser to President Trump."
"5984","Pressure on Republican senators to call witnesses in President Trump’s impeachment trial is not only building in Washington. It is building at home."
"5985","In the wake of weekend revelations from John R. Bolton, President Trump’s former national security adviser, Republican defenders of Mr. Trump are looking for any ammunition to undercut the Democratic argument in favor of calling new witnesses."
"5986","President Trump’s lawyers began their promised assault on former Vice President Joseph R. Biden Jr. and his son, Hunter, on Monday, describing what they said was significant evidence of corruption that made Mr. Trump’s interest in the case proper."
"5987","Courtroom artist Art Lien sketches with a thin mechanical pencil from his perch in the Senate press gallery, where he is covering the trial for The Times. “People move around and things change, so it’s nice to be able to erase,” he said."
"5988","(Want to get this briefing by email? Here’s the sign-up.) "
"5989","Artist Jason Polan has died."
"5990","Robert W. Ray, who succeeded Ken Starr as the independent counsel investigating President Bill Clinton, delivered a lively denunciation of the case against President Trump on Monday evening as he made his debut as a member of the White House defense team."
"5991","The 62nd annual Grammy Awards on Sunday were going to take place in the shadow of a scandal: the removal of the Recording Academy chief Deborah Dugan 10 days before the event and the stinging allegations of misconduct at the nonprofit that oversees the awards that she outlined in a complaint to the Equal Employment Opportunity Commission. Instead, they took place in the aftermath of tragedy: the death of Kobe Bryant in a helicopter crash at 41. The host Alicia Keys was tasked with responding to the basketball star’s death on air; she chose to make a statement about “respect” after what she called “a hell of a week,” too."
"5992","Tyler, the Creator’s performance at the 62nd annual Grammy Awards on Sunday night began with what felt like a familiar Grammys energy. Onstage for a performance of his song “Earfquake,” he was joined by the R&B titans Charlie Wilson (who is on the original track) and Boyz II Men — a meeting of genres, a smorgasbord of generations. A Grammy Moment™, as it were."
"5993","The Food and Drug Administration has warned the maker of Purell hand sanitizers to stop claiming its products can prevent people from catching the flu, Ebola virus, the MRSA superbug and norovirus."
"5994","To the Editor:"
"5995","Artist Jason Polan has died."
"5996","Robert W. Ray, who succeeded Ken Starr as the independent counsel investigating President Bill Clinton, delivered a lively denunciation of the case against President Trump on Monday evening as he made his debut as a member of the White House defense team."
"5997","TUESDAY PUZZLE — A majority of early week crossword themes are pretty straight forward, which is what makes them attractive to beginning solvers. People are so much more likely to continue with something when they see at least a little success."
"5998","Read our full story on the day, some key highlights and an analysis of the power Mr. Bolton’s book might have over the president."
"5999","An article on Monday about the purchase of newspapers by hedge funds misstated the name of the institution where Ann Marie Lipinski is the curator. It is the Nieman Foundation for Journalism at Harvard University, not the Nieman Center for Journalism."
"6000","“Don’t be indifferent. That’s what I want to say today to my daughter, my grandchildren and their peers, wherever they are. Don’t be indifferent when you witness historical lies.”"
"6001","WASHINGTON — For Benny Gantz, the leader of the centrist Blue and White Party in Israel, traveling to Washington on Monday to meet with President Trump at the same time as the man he is trying to defeat wasn’t exactly a state visit."
"6002","PARIS — France has announced that its security forces will no longer use explosive tear gas grenades that have maimed protesters, a sign of the government’s increasing willingness to address complaints about police use of force that have mushroomed since the Yellow Vest protests."
"6003","KABUL, Afghanistan — An American military aircraft crashed in a Taliban-controlled area outside Kabul on Monday, the United States military command in Afghanistan said, following hours of confusion after officials had initially identified the plane as a passenger airliner."
"6004","WEST DES MOINES, Iowa — When Pete Buttigieg was asked Thursday if it worried him that mostly white people attended his big rallies in South Carolina, he said yes."
"6005","President Trump’s defense team keeps asserting that Volodymyr Zelensky, Ukraine’s president, got the meeting he wanted with Mr. Trump."
"6006","The defense from Bernie Sanders was straightforward: It wasn’t me."
"6007","Online commerce and for-profit activity have largely shaped the internet over the past 25 years, but a few important corners of the internet have remained staunchly nonprofit, retaining some of the internet’s early charm and resistance to commercial interests. One of those corners is the .org top-level domain, the go-to domain for nonprofits and nongovernmental organizations looking to establish an affordable and reputable online presence."
"6008","President Trump’s lawyers began their promised assault on former Vice President Joseph R. Biden Jr. and his son, Hunter, on Monday, describing what they said was significant evidence of corruption that made Mr. Trump’s interest in the case proper."
"6009","(Want to get this briefing by email? Here’s the sign-up.) "
"6010","ROME — The nationalist leader Matteo Salvini suffered a setback in his campaign to trigger the collapse of Italy’s government and set the stage for a return to power when his party’s candidate came up significantly short in a regional election on Sunday that he had framed as a bellwether of his national appeal."
"6011","The news of John R. Bolton’s account describing how President Trump tied aid for Ukraine to investigations into the Bidens, given in an unpublished book, first reported by The New York Times, could hardly come at a worse time for Mr. Trump, just as his lawyers have opened his defense on the Senate floor."
"6012","The White House legal team will resume its opening arguments at 1 p.m. at the impeachment trial on Monday in dramatically new circumstances, with calls intensifying for the Senate to hear from witnesses after new revelations surfaced from John R. Bolton, President Trump’s former national security adviser."
"6013","At the farmhouse, the three friends asked each other where they went to at nights."
"6014","Did you watch the Grammy Awards on Sunday? Were any of your favorite artists nominated? Did any of them win? When you consider the list of winners — such as Billie Eilish, Lizzo and Lil Nas X — do you think their wins will bring them greater respect among fans or within the music industry? Will it lead to more people listening to their music or going to their concerts?"
"6015","Protests in the 1960s, a mimeograph machine and a long-shot candidate all contributed to Iowa’s unlikely role in the presidential election process."
"6016","Good morning."
"6017","Kobe Bryant believed it on the day he was drafted into the N.B.A. as a 17-year-old in 1996. He made sure the scribes who watched him score 27 points in his first summer league game with the Los Angeles Lakers knew he believed it, too."
"6018","WASHINGTON — Martin Shkreli, a former pharmaceutical executive serving a seven-year prison sentence for defrauding investors, was accused on Monday of trying to maintain a monopoly over the lifesaving drug Daraprim through anticompetitive tactics."
"6019","In Unhitched, couples tell the stories of their relationships, from romance to vows to divorce to life afterward."
"6020","President Trump believes the chances that witnesses will be called at his impeachment trial in the Senate have grown, even as advisers believed they might be able to allay concerns from senators after reports about assertions made by his former national security adviser, John R. Bolton, in an unpublished manuscript."
"6021","RUN ME TO EARTH By Paul Yoon"
"6022","In 2007, a fisherman discovered an infant’s remains in a sealed container in a waterway near Sacramento. Efforts to identify the child, who had died of blunt force trauma, were unsuccessful, and the investigation into the killing stalled for a dozen years."
"6023","[Follow our live coverage of Kobe Bryant’s death.]"
"6024","John F. Kelly, the former chief of staff to President Trump, told an audience in Florida on Monday night that he believed the revelations in an upcoming book by John R. Bolton, the president’s former national security adviser, and thought the Senate should call witnesses in the impeachment trial."
"6025","Senator Rick Scott, Republican of Florida, released a list of questions for both the House impeachment managers and President Trump’s legal defense team ahead of Wednesday’s proceedings, the beginning of the question-and-answer period for senators. "
"6026","President Trump’s son-in-law Jared Kushner, a senior adviser in the White House, on Wednesday dismissed an unreleased book by John Bolton, the former National Security Adviser, asserting that Mr. Trump did delay millions of dollars in security assistance to Ukraine until officials there agreed to help with investigations into Democrats."
"6027","In the first hint of a possible crack in Democratic unity, Senator Doug Jones, Democrat of Alabama, suggested Wednesday that he might vote to acquit President Trump on the charge of obstruction of Congress, though he said Mr. Trump’s own behavior is strengthening the case."
"6028","Momentum appears to be flagging for calling new witnesses in President Trump’s impeachment trial, but senators in both parties have signaled they will try to turn the questioning period into an opportunity turn the leaders of each legal team into fact witnesses."
"6029","Democrats began their questioning on Wednesday by asking House managers about revelations from an upcoming book by John R. Bolton, the former national security adviser, giving the manager an open-ended opportunity to push for additional witnesses and documents. Representative Adam B. Schiff, the lead manager, quickly referred to the previous question from three Republican senators, who had asked White House lawyers about what to do if they conclude President Trump had multiple motivations for his actions."
"6030","WHY WE’RE POLARIZEDBy Ezra Klein"
"6031","Our new Mentor Text series spotlights writing from The Times that students can learn from and emulate."
"6032","BLACK WAVESaudi Arabia, Iran, and the Forty-Year Rivalry That Unraveled Culture, Religion, and Collective Memory in the Middle EastBy Kim Ghattas"
"6033","There’s a lot of ocean out there, and boats engaging in illegal fishing or human trafficking have good reason to hide."
"6034","WEST DES MOINES, Iowa — When Pete Buttigieg was asked Thursday if it worried him that mostly white people attended his big rallies in South Carolina, he said yes."
"6035","“Don’t be indifferent. That’s what I want to say today to my daughter, my grandchildren and their peers, wherever they are. Don’t be indifferent when you witness historical lies.”"
"6036","As President Trump’s lawyers open the third day of their defense today, an important question hangs over Washington: Will the Republican-controlled Senate agree to hear testimony from witnesses?"
"6037","An article on Monday about the purchase of newspapers by hedge funds misstated the name of the institution where Ann Marie Lipinski is the curator. It is the Nieman Foundation for Journalism at Harvard University, not the Nieman Center for Journalism."
"6038","MELBOURNE, Australia — It was a tale of two worlds."
"6039","WASHINGTON — President Trump has announced plans to broaden his tariffs on foreign steel and aluminum, saying the existing tariffs had not proved as effective as he had hoped in reviving American production."
"6040","My husband and I were psychological opposites. I’ve always seen the glass as half-full; to him it was half-empty. That difference, research findings suggest, is likely why I pursue good health habits with a vengeance while he was far less inclined to follow the health-promoting lifestyle I advocated."
"6041","The best thing about being God, Iris Murdoch wrote, would be making the heads. The best thing about writing speculative or dystopian fiction, surely, is updating human language, pushing strange new words into a reader’s mind."
"6042",""
"6043","At the farmhouse, the three friends asked each other where they went to at nights."
"6044","After suffering from a fever and breathing problems for more than 15 days, Xiao Shibing, a 51-year-old resident of Wuhan, China, finally sought help at a hospital. Despite the symptoms, he was not tested for the new coronavirus — a lapse suggesting that there may be far more cases of the virus than are being officially reported."
"6045","This article was updated on Jan. 29."
"6046","MUSCATINE, Iowa — Senator Joni Ernst of Iowa, a Republican, wondered aloud about her Democratic constituents as they wrestled with a final decision before the looming Iowa caucuses, particularly those considering supporting former Vice President Joseph R. Biden Jr."
"6047","President Trump on Wednesday morning was set to sign his revised North American trade pact, a triumphant fulfillment of a critical campaign promise and proof of legislative accomplishment during an impeachment trial."
"6048","Jeanne Mastriano was on leave from her teaching job, caring for her new daughter, when she walked out of her home in the Philadelphia suburbs one day to find a mysterious package sitting on her porch."
"6049","The Senate’s Democrats have held together in remarkable unison since the impeachment trial of President Trump began. On Wednesday, a crack appeared."
"6050","Subscribe to “The Choice” on your favorite listening app:"
"6051","A city with tree-lined streets, movie studios and prices that are rising for single-family houses and holding steady for condos."
"6052","Last week, Afrika Kathuria stood in line for two hours to snag a seat inside the Senate visitors’ gallery. She wanted to be there as Representative Adam B. Schiff, the lead Democratic House manager, concluded his opening argument in the impeachment trial of President Trump."
"6053","In the first hint of a possible crack in Democratic unity, Senator Doug Jones, Democrat of Alabama, suggested Wednesday that he might vote to acquit President Trump on the charge of obstruction of Congress, though he said Mr. Trump’s own behavior is strengthening the case."
"6054","Momentum appears to be flagging for calling new witnesses in President Trump’s impeachment trial, but senators in both parties have signaled they will try to turn the questioning period into an opportunity turn the leaders of each legal team into fact witnesses."
"6055","MUSCATINE, Iowa — Senator Joni Ernst of Iowa, a Republican, wondered aloud about her Democratic constituents as they wrestled with a final decision before the looming Iowa caucuses, particularly those considering supporting former Vice President Joseph R. Biden Jr."
"6056","A police corporal in Maryland was charged with second-degree murder on Tuesday in the fatal shooting of a suspect who had been handcuffed in the front passenger seat of his patrol car the previous night, the authorities said."
"6057","Jeanne Mastriano was on leave from her teaching job, caring for her new daughter, when she walked out of her home in the Philadelphia suburbs one day to find a mysterious package sitting on her porch."
"6058","Last week, Afrika Kathuria stood in line for two hours to snag a seat inside the Senate visitors’ gallery. She wanted to be there as Representative Adam B. Schiff, the lead Democratic House manager, concluded his opening argument in the impeachment trial of President Trump."
"6059","INVISIBLE AMERICANS The Tragic Cost of Child PovertyBy Jeff Madrick"
"6060","Responding to a question from Senator Mike Lee, Republican of Utah, the president’s defense team sought to frame the Democratic impeachment managers’ case as one “based on a policy difference” between President Trump and the career diplomats who sounded the alarm on his pressure campaign on Ukraine."
"6061","With its weighty music and complex symbolism; its tangled story of gods, greed and magic; and its epic length, Wagner’s “Ring” cycle has invited parodies from the start."
"6062","Amid the tributes to Kobe Bryant on Sunday — dedications at the Grammy Awards, condolences from presidents, messages written on the sneakers of N.B.A. players — there was a Twitter post from the blockchain company Tron Foundation."
"6063","Ben Smith, the editor in chief of BuzzFeed, who built a hard-hitting news operation within a digital media organization better known for clickbait and listicles, will be The New York Times’s next media columnist."
"6064","Republican leaders signaled they were regaining confidence on Wednesday that they would be able to block new witnesses and documents and bring the trial to an acquittal verdict as soon as Friday, after revelations from John R. Bolton threatened to knock their plans off course."
"6065","Lunar New Year, one of the most important holidays in Vietnam, South Korea, China and other Asian countries, began Saturday. "
