"","response.docs.lead_paragraph"
"5252","PARIS — It was a bit of a shock to the fashion world on Sunday — at the end of Milan Fashion Week — when Miuccia Prada announced that Raf Simons would be joining her company as co-creative director. But only a bit of a shock."
"5253","LOS ANGELES — With the Los Angeles County Museum of Art just weeks away from demolishing four buildings on its campus to make way for a $650 million structure by Peter Zumthor, the Ahmanson Foundation said Tuesday that it is suspending its decades-long program of buying art for the museum over concerns about the effects of the radical redesign."
"5254","To hear Pete Davidson tell it, the worst thing his ex-fiancée Ariana Grande might have done to him was tell the world he has a big penis. Now every woman who sees him naked, he says in his new stand-up special, will be disappointed."
"5255","This article was produced in partnership with the Pulitzer Center on Crisis Reporting."
"5256","SEATTLE — Federal prosecutors have charged five people tied to a neo-Nazi group with engaging in a campaign to intimidate and harass journalists and others, including a member of President Trump’s cabinet, a university and a church."
"5257","WASHINGTON — In a wide-ranging speech on the importance of Christianity in public life, Attorney General William P. Barr said on Wednesday that religious news publications and broadcasters were essential checks on a mainstream media that has consolidated far too much power."
"5258","WASHINGTON — In its latest attempt to win over African-American voters, President Trump’s 2020 campaign said Wednesday it would lease 15 retail properties in predominantly black neighborhoods across swing states like Florida and Pennsylvania, where it will build welcoming “community centers” that sell merchandise, register voters and spread the word about Trump policies that have helped black communities."
"5259","(Want to get this briefing by email? Here’s the sign-up.)"
"5260","Earlier this year, the designer Virgil Abloh — a hallowed name in streetwear who was appointed artistic director of Louis Vuitton’s men’s line in 2018 — tried something new (for him): suiting. Down the fashion house’s fall 2020 men’s runway came elegant overcoats and shorter jackets pieced together from puzzle-like segments; the models wove through oversize props, like a pair of scissors, a pencil and a spool of thread, as if Abloh hoped to animate the very craft that brought those garments out of his atelier. Throughout the fashion world, men’s tailoring is anything but stuffy or staid these days, despite its sometimes conservative reputation. In checks and tartans, it can be punk; with soft, boxy silhouettes, it can be easy; and — paired with transparent blouses, ruffle details and velvet trim — it can subvert gender lines. Or, as the stylist Jacob K and the photographer Kristin-Lee Moolman propose here, when paired with motocross gloves, jerseys and socks (and perhaps even an actual motorbike), it can be sporty and rebellious."
"5261","With the Dow Jones industrial average suffering its worst two-day loss in history on fears of the spread of the novel coronavirus, the Democratic presidential contenders on Tuesday night tried to turn the tables on President Trump in an area long perceived as one of his strengths: the economy."
"5262","Carnegie Hall’s last full presentation of Beethoven’s symphonies — Simon Rattle leading the Berlin Philharmonic five years ago — made a case for why this stale cycle should be retired. David Allen, who reviewed the concerts for The New York Times, wrote that climbing this musical mountain again just “because it’s there,” as George Mallory said of Everest, simply is no longer enough."
"5263","WASHINGTON — When Hurricane Dorian crashed into the Atlantic Coast in September, President Trump assumed a take-charge role in response. But he undermined his own effectiveness after it became apparent that before displaying a map in front of the television cameras in the Oval Office, he had altered it with a Sharpie pen to match his inaccurate forecast of where the storm was headed."
"5264","BOSTON — They have been expelled from schools, haunted by nightmares and panic attacks, whispered about by classmates, and mocked online. For the young people whose parents were charged in the nation’s largest college admissions cheating scandal, society’s punishment came swiftly, often before their parents had their cases heard in court."
"5265","WASHINGTON — The Justice Department said Wednesday that it had created an official section in its immigration office to strip citizenship rights from naturalized immigrants, a move that gives more heft to the Trump administration’s broad efforts to remove from the country immigrants who have committed crimes."
"5266","In “Straight Up,” a comedy from the writer-director James Sweeney, the 20-something Todd (Sweeney) develops a theory: Maybe he isn’t gay, as he has always thought. Maybe others’ presumptions of his gayness became a self-fulfilling prophecy."
"5267","Already in deep distress, the patient was rushed last week to a hospital in Northern California, severely ill and unable to breathe on her own. "
"5268","BERLIN — By the time German health officials in the state of North Rhine-Westphalia had confirmed the state’s first case of the coronavirus, the patient was already so ill that he had been placed on a respirator. He was in no position to help authorities, who urgently needed to retrace his steps to try to stop, or at least slow, the virus from spreading."
"5269","At first, Kaia Rolle, 6, appeared not to understand what the police officers were doing."
"5270","LONDON — Britain’s Court of Appeal issued a landmark ruling on Thursday that stymied plans to build a third runway at Heathrow Airport in London, declaring that the government illegally neglected its commitments to reduce carbon emissions and protect the planet from dangerously high temperatures."
"5271","YITZHAR, West Bank — For the residents of the hilltop Jewish settlement of Yitzhar, President Trump’s recently published plan for Middle East peace comes with a blessing and a curse."
"5272","Kazuhisa Hashimoto, a Japanese video game producer whose “Konami Code” allowed players to cheat their way to superhuman strength, additional firepower and extra lives, has died. He was 61."
"5273","Fredrick Brennan, who founded but later distanced himself from the 8chan message board that has given encouragement and visibility to violent extremists, is facing arrest in the Philippines in a “cyberlibel” case brought by the site’s current owner."
"5274","REYHANLI, Turkey — The baby wasn’t moving. Her body had gone hot, then cold. Her father rushed her to a hospital, going on foot when he could not find a car, but it was too late."
"5275","No matter how much free time you have this weekend, we have TV recommendations for you. Come back every week for new suggestions on what to watch."
"5276","Trust me, even if you’ve been looking at art for a long, long time (or even longer than that), you will see work at the Art Show at the Park Avenue Armory you have not seen before, by artists you may never have heard of. This is not because the Art Show, organized by the Art Dealers Association of America to benefit Henry Street Settlement, is dedicated to showing the young and hip. Quite the opposite, ADAA represents blue-chip galleries that show high-quality work."
"5277","Unlike most spy thrillers in which statuesque, expensively dressed women show an unexpected talent for kicking the bejeezus out of armed men, the South African series “Queen Sono” also devotes a lot of time to historical and geopolitical debate, or at least sloganeering. An armed band that might be terrorists or might be freedom fighters declares its intent to liberate Africa from “the clutches of colonization.” A hapless do-gooder calls out the primary villain for being a neocolonialist, and is quickly abducted with extreme prejudice."
"5278","Earth gets a new moon most months, but this month, we got two."
"5279","WASHINGTON — The global spread of the deadly coronavirus is posing a significant economic test for President Trump, whose three-year stretch of robust growth could be shaken by supply chain delays, a tourism slowdown and ruptures in other critical sectors of the American economy."
"5280","I have lived for many years in a shotgun duplex house in New Orleans and had a harmonious relationship with my next-door neighbor. After he died, two of his sons took up residence. One son, who was ailing, began to decline, using drugs and alcohol; he died about a year ago. His brother moved in to take care of him, but he, too, began to lose weight, look rough and was seen drunk on the block."
"5281","MILAN — On the sixth floor of a skyscraper, two dozen epidemiologists and public health experts form the nerve center of the effort to contain a coronavirus outbreak in Italy that has alarmed Europe and put the wealthy Lombardy region at the center of global concern."
"5282","So, our Coronavirus Czar is going to be … Mike Pence. Feeling more secure?"
"5283","WASHINGTON — The global spread of the deadly coronavirus is posing a significant economic test for President Trump, whose three-year stretch of robust growth could be shaken by supply chain delays, a tourism slowdown and ruptures in other critical sectors of the American economy."
"5284","In “The Invisible Man,” an update of the 1933 Universal classic, the director Leigh Whannell elicits pulse-quickening scares from shots of a random jogger, an empty room (or is it?), a guy slapping a car window, and a dog bowl. None of these elements were particularly costly to shoot, nor was the movie itself, which was filmed in Australia in 40 days at the relatively modest cost of $8 million. “It’s a low-budget film by Hollywood standards, and certainly by Universal standards,” Whannell said."
"5285","Never underestimate the power of love — and the mind-blowing kindness of a by-the-book preacher — to lead a man to salvation. At least, that’s the message of “Burden,” the third recent movie (after last year’s “Best of Enemies” and “Skin” a few months later) to feature a Klan member being coaxed into the light."
"5286",""
"5287","WILMINGTON, Del. — When migratory fish follow their ancestral instinct to swim up Delaware’s Brandywine Creek during this spring’s spawning season, they will find, for the first time in more than 200 years, that their route is not blocked by a dam."
"5288","#SpeakingInDance is a weekly visual exploration of dance on Instagram. Watch the video from our most recent post below, and follow us at @nytimes."
"5289","Taking up exercise could alter our feelings about food in surprising and beneficial ways, according to a compelling new study of exercise and eating. The study finds that novice exercisers start to experience less desire for fattening foods, a change that could have long-term implications for weight control."
"5290","FARGO, N.D. — After a disappointing sixth-place finish in Nevada, which followed a less disappointing third-place finish in New Hampshire but a humbling fifth-place finish in Iowa, Senator Amy Klobuchar of Minnesota looked out at the crowd of more than 1,000 and predicted victory in the North Dakota primary — at the time, more than two weeks away."
"5291","“You’ll be so lonely,” says Nicole Gadon, 68, who was required to stay inside her house after testing positive for tuberculosis in 2014. If you come down with (or are exposed to) certain communicable diseases, including cholera, diphtheria, infectious tuberculosis, plague, smallpox, yellow fever, viral hemorrhagic fever, SARS or a pandemic influenza, the state and federal governments can force you into quarantine and isolation. Often you will be told to hole up in your house or apartment until you are no longer deemed a threat."
"5292","David Roback, the composer and guitarist for Mazzy Star, a soft-spoken, influential alternative rock group whose 1993 release “Fade Into You” became a hit despite the group’s stated indifference to commercial success, died on Monday at his home in Los Angeles. He was 61."
"5293","Rebekah Mercer, an influential donor to conservative causes — including groups that deny climate science — has quietly stepped down from the American Museum of Natural History, one of the country’s most prominent science museums."
"5294","In July 2013, Aimee Stephens wrote a letter to her co-workers and her employer at a funeral home in the Detroit area, where she had worked for six years. “What I must tell you is very difficult for me and is taking all the courage I can muster,” she told them. “With the support of my loving wife, I have decided to become the person that my mind already is.” After four years of counseling, Stephens explained that she was transitioning from being a man to being a woman, and so, at the end of an upcoming vacation, she would come back to work as her “true self,” wearing women’s business attire. Stephens’s boss told her that her self-presentation would harm his clients and business, and he fired her."
"5295","The computer engine rooms that power the digital economy have become surprisingly energy efficient."
"5296","Last Saturday, the United States and the Taliban started a weeklong partial truce that, if it holds, could lead to the signing of a peace pact by the end of the month. To many, that could mean America’s more than 18-year war in Afghanistan might finally be drawing to a close. But this is a dangerously misguided belief."
"5297","Opinion columnists make their argument for each of the top six candidates."
"5298","The best case for Mike Bloomberg is that he’s a brilliant debater who has a witty riposte for every line of attack."
"5299","When I was young I had no words. I read voraciously, I loved books, stories, language. I was trying to become a writer, and so I lived for words and by words. I poured out my thoughts and some of the hopes and fears that were beginning to take shape in long conversations with friends. But words failed me when I needed them most."
"5300","NEW DELHI — In the lush garden of Hyderabad House, President Trump and Prime Minister Narendra Modi celebrated their friendship and talked of a modern, diverse and unified India. Across town, an explosion of anger over Mr. Modi’s sectarian policies set a neighborhood on edge, leaving a trail of dead bodies and a widening religious rift."
"5301","With the Dow Jones industrial average suffering its worst two-day loss in history on fears of the spread of the novel coronavirus, the Democratic presidential contenders on Tuesday night tried to turn the tables on President Trump in an area long perceived as one of his strengths: the economy."
"5302","Carnegie Hall’s last full presentation of Beethoven’s symphonies — Simon Rattle leading the Berlin Philharmonic five years ago — made a case for why this stale cycle should be retired. David Allen, who reviewed the concerts for The New York Times, wrote that climbing this musical mountain again just “because it’s there,” as George Mallory said of Everest, simply is no longer enough."
"5303","The Christian season of Lent, a time of repentance and reflection, is upon us. The weeks that begin with Ash Wednesday culminate in Holy Week, a commemoration of the Passover feast in roughly the year A.D. 33, during which Jesus triumphantly entered Jerusalem, was condemned and crucified by the Roman authorities, and — in the Christian understanding of the world — rose from the dead."
"5304","In “Straight Up,” a comedy from the writer-director James Sweeney, the 20-something Todd (Sweeney) develops a theory: Maybe he isn’t gay, as he has always thought. Maybe others’ presumptions of his gayness became a self-fulfilling prophecy."
"5305","Tribune Publishing, the owner of The Chicago Tribune, announced on Thursday that the newspaper’s top two editors were departing, just months after it revealed that a hedge fund known for aggressive cost-cutting at newspapers had secured roughly one-third of the company."
"5306",""
"5307","#SpeakingInDance is a weekly visual exploration of dance on Instagram. Watch the video from our most recent post below, and follow us at @nytimes."
"5308","Taking up exercise could alter our feelings about food in surprising and beneficial ways, according to a compelling new study of exercise and eating. The study finds that novice exercisers start to experience less desire for fattening foods, a change that could have long-term implications for weight control."
"5309","Welcome to the T List, a newsletter from the editors of T Magazine. Each week, we’re sharing things we’re eating, wearing, listening to or coveting now. Sign up here to find us in your inbox every Wednesday. You can always reach us at tlist@nytimes.com."
"5310","FARGO, N.D. — After a disappointing sixth-place finish in Nevada, which followed a less disappointing third-place finish in New Hampshire but a humbling fifth-place finish in Iowa, Senator Amy Klobuchar of Minnesota looked out at the crowd of more than 1,000 and predicted victory in the North Dakota primary — at the time, more than two weeks away."
"5311","(Want to get this briefing by email? Here’s the sign-up.)"
"5312","With January 2020 registering as the hottest January on record, 2019 the second-hottest year on record and the 2010s the hottest decade ever, climate change is becoming harder for skeptics to ignore. The Trump administration’s cuts to environmental regulations further accentuate the need for sustainable building practices."
"5313","WHEN THE ARTIST Haegue Yang shows old artworks in new places, she likes to create a fresh piece that links the exhibition to the local context. For her current presentation at the Bass, a museum in Miami Beach, Yang asked the curators what the region’s famously multicultural residents have in common. A particular holiday? A certain food? Not really, they told her. “But isn’t there any commonality you can think of?” she asked. The curators looked at one another. “Hurricanes,” they said, half joking."
"5314","And Athena Calderone hosts a book party at her Brooklyn townhouse."
"5315","Eighty-three minutes had elapsed in Tuesday night’s Democratic debate before the CBS News moderators got around to asking the candidates about coronavirus."
"5316","My sledding memories were formed in a 360-acre county park in Wisconsin, on a menacingly steep, icy hill lined by forest."
"5317","MOSCOW — A Russian court on Tuesday ordered a former United States Marine be detained for another six months on accusations he assaulted police officers in Moscow last year, a charge that his defense team has called “fraudulent.”"
"5318","Worried investors dumped stocks again Tuesday as American officials warned that it was only a matter of time before the coronavirus outbreak spreads to the United States."
"5319","WASHINGTON — The Federal Reserve is watching developments surrounding the deadly coronavirus closely, but a top official on Tuesday signaled that the central bank is not yet ready to act."
"5320","WASHINGTON — The Supreme Court divided 5 to 4 twice along its usual lines on Tuesday, with its conservative majority ruling against the parents of a teenager killed by an American agent shooting across the Mexican border and a death row inmate in Arizona who said his sentencing was unlawful."
"5321","WASHINGTON — The Supreme Court on Tuesday seemed doubtful that a 1986 federal law that makes it a crime to “encourage” unauthorized immigrants to come to or stay in the United States could be squared with the First Amendment."
"5322","To the Editor:"
"5323","The Democratic Party has created a dramatically front-loaded primary schedule this year, with the intention of wrapping up the nomination quickly. Party leaders had hoped that a shortened campaign would produce a nominee with plenty of time and resources to mount a strong challenge against Donald Trump. Those Democrats tired of long campaigns were pleased."
"5324","Our guide to film series and special screenings happening this weekend and in the week ahead. All our movie reviews are at nytimes.com/reviews/movies."
"5325","At first, Kaia Rolle, 6, appeared not to understand what the police officers were doing."
"5326","LONDON — Britain’s Court of Appeal issued a landmark ruling on Thursday that stymied plans to build a third runway at Heathrow Airport in London, declaring that the government illegally neglected its commitments to reduce carbon emissions and protect the planet from dangerously high temperatures."
"5327","Kazuhisa Hashimoto, a Japanese video game producer whose “Konami Code” allowed players to cheat their way to superhuman strength, additional firepower and extra lives, has died. He was 61."
"5328","NEW DELHI — The mob smashed through the gate and cut the electricity. The men stormed up the steps, chanting the name of a Hindu god and brandishing knives, chains, iron bars and pieces of pipe."
"5329","YITZHAR, West Bank — For the residents of the hilltop Jewish settlement of Yitzhar, President Trump’s recently published plan for Middle East peace comes with a blessing and a curse."
"5330","CHARLESTON, S.C. — Pete Buttigieg has tailored much of his campaign message to the idea that he is best able to speak “flyover country,” in addition to all those other languages. As the onetime leader of the fourth-largest city in Indiana, he understands this most crucial of regions — the Midwest — that supposedly represents the most “authentic” part of the American experience. He fashions himself an “outsider,” always contrasting his experience with the “Washington” mind-sets and résumés of his opponents."
"5331","Schools in the United States prepare for all manner of disasters and threats, whether hurricanes, mass shooters, tornadoes, influenza or head lice."
"5332","Fredrick Brennan, who founded but later distanced himself from the 8chan message board that has given encouragement and visibility to violent extremists, is facing arrest in the Philippines in a “cyberlibel” case brought by the site’s current owner."
"5333","I have lived for many years in a shotgun duplex house in New Orleans and had a harmonious relationship with my next-door neighbor. After he died, two of his sons took up residence. One son, who was ailing, began to decline, using drugs and alcohol; he died about a year ago. His brother moved in to take care of him, but he, too, began to lose weight, look rough and was seen drunk on the block."
"5334","When Bryan Hinkle and Alexandra Glickman decided they were ready to be homeowners, they knew what they were looking for. “We wanted to be near everything, but able to step away,” Dr. Hinkle, 37, said."
"5335","“You’ll be so lonely,” says Nicole Gadon, 68, who was required to stay inside her house after testing positive for tuberculosis in 2014. If you come down with (or are exposed to) certain communicable diseases, including cholera, diphtheria, infectious tuberculosis, plague, smallpox, yellow fever, viral hemorrhagic fever, SARS or a pandemic influenza, the state and federal governments can force you into quarantine and isolation. Often you will be told to hole up in your house or apartment until you are no longer deemed a threat."
"5336","Welcome to Best of Late Night, a rundown of the previous night’s highlights that lets you sleep — and lets us get paid to watch comedy. If you’re interested in hearing from The Times regularly about great TV, sign up for our Watching newsletter and get recommendations straight to your inbox."
"5337","Facing abuse and anger over its decision to ban Manchester City, the English soccer champion, from its competitions, European soccer’s governing body this week took the unusual step of ordering its staff members not to wear branded clothing when they travel to matches involving the team, or even to games played in Manchester."
"5338","Two crossing guards wearing bright vests stood at the intersection of Blake and Pennsylvania Avenues in Brooklyn on Thursday afternoon as children were dismissed from a nearby school — a development that some neighbors were surprised to see."
"5339","In Anyang, China, five members of a family came down with the coronavirus after hosting a guest from Wuhan in early January. But the visitor, a 20-year-old woman, never got sick herself."
"5340","At first, Kaia Rolle, 6, appeared not to understand what the police officers were doing."
"5341","NEW DELHI — The mob smashed through the gate and cut the electricity. The men stormed up the steps, chanting the name of a Hindu god and brandishing knives, chains, iron bars and pieces of pipe."
"5342","LONDON — Britain’s Court of Appeal issued a landmark ruling on Thursday that stymied plans to build a third runway at Heathrow Airport in London, declaring that the government illegally neglected its commitments to reduce carbon emissions and protect the planet from dangerously high temperatures."
"5343","The Christian season of Lent, a time of repentance and reflection, is upon us. The weeks that begin with Ash Wednesday culminate in Holy Week, a commemoration of the Passover feast in roughly the year A.D. 33, during which Jesus triumphantly entered Jerusalem, was condemned and crucified by the Roman authorities, and — in the Christian understanding of the world — rose from the dead."
"5344","Dumpster fire, train wreck, meltdown — pick your unflattering metaphor and odds are that someone is using it right now to describe Tuesday night’s Democratic presidential debate in Charleston, S.C."
"5345","A truism of our times is that media hysteria quickly envelops every major story, with social media virality and cable-news imperatives combining to make any domestic controversy feel like Watergate, if not Fort Sumter, and any international incident feel like the assassination of Franz Ferdinand — until the next story rolls around and last week’s crisis is forgotten."
"5346","Tribune Publishing, the owner of The Chicago Tribune, announced on Thursday that the newspaper’s top two editors were departing, just months after it revealed that a hedge fund known for aggressive cost-cutting at newspapers had secured roughly one-third of the company."
"5347","In Anyang, China, five members of a family came down with the coronavirus after hosting a guest from Wuhan in early January. But the visitor, a 20-year-old woman, never got sick herself."
"5348","[This briefing has ended. Read the latest updates on the coronavirus epidemic here.]"
"5349","An American soldier in South Korea has tested positive for the new coronavirus, the U.S. military said on Wednesday."
"5350","LONDON — When the European Parliament bade farewell to Britain last month, its members broke out into a wistful chorus of “Auld Lang Syne.” But when British negotiators travel to Brussels on Monday to kick off the next phase of Brexit, these old acquaintances are likely to give them the cold shoulder."
"5351","REYHANLI, Turkey — The baby wasn’t moving. Her body had gone hot, then cold. Her father rushed her to a hospital, going on foot when he could not find a car, but it was too late."
"5352","No matter how much free time you have this weekend, we have TV recommendations for you. Come back every week for new suggestions on what to watch."
"5353","Welcome to the T List, a newsletter from the editors of T Magazine. Each week, we’re sharing things we’re eating, wearing, listening to or coveting now. Sign up here to find us in your inbox every Wednesday. You can always reach us at tlist@nytimes.com."
"5354","“You’ll be so lonely,” says Nicole Gadon, 68, who was required to stay inside her house after testing positive for tuberculosis in 2014. If you come down with (or are exposed to) certain communicable diseases, including cholera, diphtheria, infectious tuberculosis, plague, smallpox, yellow fever, viral hemorrhagic fever, SARS or a pandemic influenza, the state and federal governments can force you into quarantine and isolation. Often you will be told to hole up in your house or apartment until you are no longer deemed a threat."
"5355","In Anyang, China, five members of a family came down with the coronavirus after hosting a guest from Wuhan in early January. But the visitor, a 20-year-old woman, never got sick herself."
"5356","LONDON — When the European Parliament bade farewell to Britain last month, its members broke out into a wistful chorus of “Auld Lang Syne.” But when British negotiators travel to Brussels on Monday to kick off the next phase of Brexit, these old acquaintances are likely to give them the cold shoulder."
"5357","[This briefing has ended. Read the latest updates on the coronavirus epidemic here.]"
"5358","An American soldier in South Korea has tested positive for the new coronavirus, the U.S. military said on Wednesday."
"5359","TEL AVIV — Who is the ultimate Israeli of 2020, the personification of this country’s soul? Is it the sunburned soldier? The shaggy tech hustler in Tel Aviv? The hilltop fanatic? The correct answer was revealed to me and 9,000 others a few weeks ago in Tel Aviv: the apparition in a glittering crystal minidress rising from beneath the stage on invisible hydraulics to a burst of strobes and smoke and a teenage shriek into my ear: “Nasreeeen!”"
"5360","Since President Trump took office, Democrats have been having a passionate debate about what matters more: increasing progressive turnout or winning over swing voters. And there is no doubt that both tactics help Democrats win elections. But the evidence about which tactic matters more is pretty overwhelming. Persuasion does."
"5361","The best case for Mike Bloomberg is that he’s a brilliant debater who has a witty riposte for every line of attack."
"5362","When I was young I had no words. I read voraciously, I loved books, stories, language. I was trying to become a writer, and so I lived for words and by words. I poured out my thoughts and some of the hopes and fears that were beginning to take shape in long conversations with friends. But words failed me when I needed them most."
"5363","TEL AVIV — Who is the ultimate Israeli of 2020, the personification of this country’s soul? Is it the sunburned soldier? The shaggy tech hustler in Tel Aviv? The hilltop fanatic? The correct answer was revealed to me and 9,000 others a few weeks ago in Tel Aviv: the apparition in a glittering crystal minidress rising from beneath the stage on invisible hydraulics to a burst of strobes and smoke and a teenage shriek into my ear: “Nasreeeen!”"
"5364","“Wendy,” the new film from Benh Zeitlin, opens with tender caresses and shimmers of radiant light. Much as at the start of his smashing feature debut, “Beasts of the Southern Wild,” the camera is trained on a young girl whose world is filled with wonder, strange rituals and phantasmagoric shocks. In “Beasts,” the girl was called Hushpuppy and she lived in a tumbledown paradise called the Bathtub. Here, the girl is Wendy and she lives in her own ramshackle utopia, one that borrows a little from “Beasts” and, more generously and unproductively, from J.M. Barrie’s “Peter Pan.”"
"5365","Louis A. Craco, a white-shoe lawyer who in the 1980s helped to expand the pool of volunteer attorneys providing free legal services to people in New York City who could not afford them, died on Feb. 15 in Manhasset, N.Y. He was 86."
"5366","THE DECADENT SOCIETY "
"5367","HONG KONG — I had just returned home from my 47th training run late in January when the text came in from a friend: “Marathon cancelled.”"
"5368","Metformin, the world’s most widely prescribed diabetes drug, might do more than control diabetes. A study in Scotland in 2005 found that people taking metformin were 23 percent less likely to get cancer, suggesting that it might also prevent cancer. Other studies are exploring metformin’s ability to treat cancer, alone and in combination with other therapies."
"5369","Thrilling. Invigorating. Cathartic."
"5370","Diana Taylor, the longtime partner of Michael Bloomberg, this week defended the presidential candidate’s use of nondisclosure agreements, telling those who may be bothered by them: “It was 30 years ago. Get over it.”"
"5371","UNION, N.J. — Zahir Shabazz smokes about three packs of cigarettes a week. Each time he runs out, he hands a cashier $10, give or take, and a slim pack of Newports appears, feeding a habit of nearly 30 years."
"5372","HONG KONG — A court in China has sentenced to 10 years in prison a Hong Kong-based book publisher with Swedish citizenship whose secretive detention in China ignited international controversy. The sentence was quickly denounced by his supporters as the latest example of the Chinese government’s resolve to smother criticism from abroad."
"5373","How well did you follow the news this past week? How many of these 10 questions can you get right?"
"5374","THE DECADENT SOCIETY "
"5375","HONG KONG — I had just returned home from my 47th training run late in January when the text came in from a friend: “Marathon cancelled.”"
"5376","WASHINGTON — Russ Feingold, the former Democratic senator from Wisconsin, is assuming the leadership of the American Constitution Society, a progressive group active on judicial nominations and the justice system, signaling that Democrats are planning an aggressive effort to sharpen their focus on the federal courts as a defining issue."
"5377","WASHINGTON — Senator Mitch McConnell is about to plunge the Senate into the nation’s culture wars with votes on bills to sharply restrict access to late-term abortions and threaten some doctors who perform them with criminal penalties, signaling that Republicans plan to make curbing a woman’s right to terminate a pregnancy a central theme of their re-election campaigns this year."
"5378","The MSNBC star Chris Matthews issued an unusual apology to Senator Bernie Sanders on Monday night, a moment of humility for the veteran “Hardball” anchor after days of mounting criticism from allies of Mr. Sanders, the front-runner in the Democratic presidential race."
"5379","Thrilling. Invigorating. Cathartic."
"5380","Metformin, the world’s most widely prescribed diabetes drug, might do more than control diabetes. A study in Scotland in 2005 found that people taking metformin were 23 percent less likely to get cancer, suggesting that it might also prevent cancer. Other studies are exploring metformin’s ability to treat cancer, alone and in combination with other therapies."
"5381","Diana Taylor, the longtime partner of Michael Bloomberg, this week defended the presidential candidate’s use of nondisclosure agreements, telling those who may be bothered by them: “It was 30 years ago. Get over it.”"
"5382","UNION, N.J. — Zahir Shabazz smokes about three packs of cigarettes a week. Each time he runs out, he hands a cashier $10, give or take, and a slim pack of Newports appears, feeding a habit of nearly 30 years."
"5383","HONG KONG — A court in China has sentenced to 10 years in prison a Hong Kong-based book publisher with Swedish citizenship whose secretive detention in China ignited international controversy. The sentence was quickly denounced by his supporters as the latest example of the Chinese government’s resolve to smother criticism from abroad."
"5384","“No matter how much things are shifting in the right direction, when you get to the top of these media companies, you will usually find a white dude.”"
"5385","WAR FOR THE PLANET OF THE APES (2017) 9 p.m. on FXX. The new big-screen adaptation of Jack London’s “The Call of the Wild” shares an actor with “War for the Planet of the Apes,” but you won’t see his face in either movie: He’s Terry Notary, a motion-capture performer whose movements provided the basis for the digital dog that stars opposite Harrison Ford in “The Call of the Wild,” and who played one of Andy Serkis’s chimpanzee companions in the “Planet of the Apes” movies of the 2010s. “War for the Planet of the Apes,” the most recent one of those, completes the story of Caesar, the chimpanzee revolutionary played by Serkis. It hinges on a rivalry between Caesar and an angry human colonel played by Woody Harrelson. (Caesar spends much of the series proving that he has more humanity than the humans in it, who want to wipe out his species.) “The motion-captured, digitally sculpted apes are so natural, so expressive, so beautifully integrated into their environment, that you almost forget to be astonished by the nuances of thought and emotion that flicker across their faces, often seen in close-up,” A.O. Scott wrote in his review for The New York Times."
"5386","Mallinckrodt Pharmaceuticals, the largest generic opioid manufacturer in the United States, has tentatively agreed to pay $1.6 billion to settle thousands of lawsuits brought by state and local governments over its role in the opioid crisis."
"5387","What do you think this image is saying? How does it relate to or comment on society or the world today? Can you relate to it personally? What is your opinion of its message?"
"5388","Featured Article: “With Weinstein Conviction, Jury Delivers a Verdict on #MeToo” by Megan Twohey and Jodi Kantor"
"5389"," [Want to get New York Today by email? Here’s the sign-up.]"
"5390","Hi. Welcome to On Politics, your guide to the day in national politics. I’m Lisa Lerer, your host."
"5391","With tickets costing upward of $1,750, members of the debate audience were not shy about voicing their opinions of the Democratic candidates’ statements."
"5392","Senator Elizabeth Warren attacked former mayor Michael Bloomberg for his donations to Republican candidates in past elections."
"5393","In past debates, Pete Buttigieg, the former mayor of South Bend, Ind., and Senator Amy Klobuchar have traded several jabs about experience and qualifications."
"5394","See the looks from the Maison Margiela: Fall 2020 Collection."
"5395","See the looks from the Saint Laurent: Fall 2020 Collection."
"5396","The video clip of BTS, the South Korean boy band, performing at Grand Central Terminal is only six minutes long. But it took almost two months to arrange for “The Tonight Show Starring Jimmy Fallon” to film the K-pop group dancing beneath the celestial ceiling inside the iconic train station."
"5397","A popular manga series gets a worthy film installment with “My Hero Academia: Heroes Rising,” an exhilarating animation that frames heroism as an act of community. In it, superpowered teenagers train to become professional heroes, then find themselves tested by the emergence of real villains. When they’re charged with defending a peaceful village, they become a team, sacrificing their individual dreams of glory for the greater good — as if “Seven Samurai” had gotten a pastel and playful transformation."
"5398","Bernie Sanders was pointing — to the left, to the right, at himself, at the sky — in one moment coming under such ubiquitous duress that he extended both hands outward, as if pushing to the front of a crowd, to swat back stage-wide accusations of fuzzy math."
"5399","WASHINGTON — The new acting director of national intelligence, Richard Grenell, has asked an intelligence official who angered some lawmakers with a briefing about Russian interference in the 2020 election to stay on in her role."
"5400","Rio de Janeiro’s world-renowned Carnival has always had streaks of irreverence and political satire. But with the ascendancy of President Jair Bolsonaro, many revelers have come to see the celebration as an act of resistance."
"5401","THE LOST DIARY OF M"
"5402","The National Labor Relations Board announced a new regulation on Tuesday that makes it harder to challenge companies over their labor practices, potentially affecting the rights of millions of workers."
"5403","Follow the Democratic presidential debate — the last before the South Carolina primary and the Super Tuesday contests — with our reporters in real time."
"5404","BERLIN — Germany’s highest court on Wednesday overturned a ban on organized medically assisted suicide, allowing terminally and gravely ill patients to seek help ending their lives without leaving the country."
"5405","The drug maker Gilead Sciences is expanding its clinical trials of the antiviral drug remdesivir as a possible coronavirus treatment into several countries outside China, the company announced on Wednesday."
