"","response.docs.lead_paragraph"
"5893","The Federal Reserve, determined to try to keep the spread of the coronavirus from devastating the American economy, rolled out a series of sweeping new programs on Monday meant to shore up large and small businesses and keep markets functioning."
"5894","Over 12 days ago, when I walked into my otolaryngology office in Westchester County, N.Y., my office manager gave me one high-grade N-95 mask. These masks are not supposed to be reusable, but somehow I had to make it last: We didn’t have any more. I later learned that we only had 25 protective gowns — likewise designed to be single-use items — for an office of nine medical specialists. When I saw a delivery of protective medical equipment in our building the next day, I assumed it was for my office. Instead it was going to the lawyers’ office down the hall. We are finally getting 20 more masks, but our shortage remains acute."
"5895","Good morning."
"5896","Lil Uzi Vert, perhaps the defining rap star of the past few years, is a cipher, a whirlwind, an alien. An accident of history. A chemical recombination of what hip-hop success sounds, looks and, maybe most importantly, feels like in an era in which the old gatekeepers have been all but sidelined. Breakout hits? One or two. Radio? Not so much. Promotional dog-and-pony show? As if."
"5897","OAKLAND, Calif. — While the rest of the economy is tanking from the crippling impact of the coronavirus, business at the biggest technology companies is holding steady — even thriving."
"5898","If you want a quick summary of the state of play over fiscal stimulus legislation, here it is: Republicans insist that we should fight a plague with trickle-down economics and crony capitalism. Democrats, for some reason, don’t agree, and think we should focus on directly helping Americans in need."
"5899","Vice President Mike Pence, left, and Attorney General William Barr conferred as President Trump spoke at the daily White House coronavirus briefing on Monday."
"5900","[This briefing has ended. For the latest updates on the coronavirus outbreak in the New York area, read Tuesday’s live coverage.]"
"5901","Former field organizers for Michael R. Bloomberg filed two proposed class-action lawsuits against his presidential campaign Monday, arguing that they and thousands of others laid off this month had been tricked into taking jobs they were told would last until November."
"5902","HONG KONG — The Chinese province of Hubei, where the coronavirus pandemic began, will on Wednesday begin allowing most of its 60 million residents to leave, ending nearly two months of lockdown and sending a strong signal of the government’s confidence that its tough measures have worked to control the outbreak."
"5903","During the coronavirus pandemic, millions of people are turning to streaming music services for entertainment and distraction — but how are streaming numbers holding up?"
"5904","This briefing is no longer updating. Read the latest developments in the coronavirus outbreak here."
"5905","“The future looks very dark. If coronavirus does not kill us, hunger will.”"
"5906","A popular technology company that has helped launch thousands of online retail sites has become a favorite tool for fly-by-night businesses looking to cash in on the coronavirus pandemic."
"5907","The coronavirus pandemic has brought a sudden halt to one of corporate America’s favorite pursuits: the share buyback."
"5908","$5.3 MILLION"
"5909","You need a drink, but you — not some mixologist — are in charge. Though professionals prefer little metal measuring containers, this set of one-and-a-half ounce glass ones, with markings for a half-ounce and an ounce, is very easy to use. And having several means that you can combine multiple spirits without rinsing in between. They’re also superb for pouring measured drams of precious Pappy Van Winkle. Use them for baking and cooking, keeping in mind that one-half ounce is a tablespoon."
"5910","CRIP CAMP: A DISABILITY REVOLUTION (2020) Stream on Netflix. This documentary, the latest offering from Barack Obama and Michelle Obama’s production company, draws a direct line between a Catskills summer camp and the American disability rights movement of the 1970s. Directed by Jim LeBrecht and Nicole Newnham, the film begins by focusing on Camp Jened, which was founded in the early 1950s and served as a community for campers with disabilities. But it eventually shifts focus to look at the adult lives of some of the camp’s alumni, several of whom became prominent activists. In his review for The New York Times, Ben Kenigsberg wrote that the film “unfolds from a perspective of lived experience.” Newnham and LeBrecht, he added, “deftly juggle a large cast of characters past and present, accomplishing the not-so-easy task of making all the personalities distinct.”"
"5911","Tell us about a moment from your own life that this illustration makes you think of — or use your imagination to write the opening of a short story or poem inspired by it."
"5912","On the Upper East Side of Manhattan, where, like most New Yorkers, residents are largely staying home as the city reels from the coronavirus pandemic, construction workers building a luxury condominium tower are being forced to continue working in confined and often unsanitary conditions."
"5913","WASHINGTON — Trump administration officials and top Democrats finalized an agreement early Wednesday morning on a roughly $2 trillion rescue package to confront the coronavirus pandemic, the largest economic stimulus measure in modern history."
"5914","As the number of people infected with the coronavirus surpasses 450,000 worldwide, and more than one billion are locked in their homes, scientists are wrestling with one of the most pressing questions of the pandemic: Do people who survive the infection become immune to the virus?"
"5915","Three companies that rushed to market unauthorized kits for at-home coronavirus testing face new questions from lawmakers in Washington."
"5916","President Trump is a ratings hit, and some journalists and public health experts say that could be a dangerous thing."
"5917","MARGATE, England —The British government on Monday imposed a strict lockdown across the country. People can leave their houses only for a limited set of purposes; nonessential businesses are closed. This was the right decision — but I fear that it came far too late."
"5918","Julia Miles, who dedicated her career to ensuring that women playwrights and directors had a stage of their own, died on March 18 at a care facility in Ridgefield, Conn. She was 90."
"5919","Last month, as the coronavirus started to spread here in the United States, I wrote about a smallish online conferencing company, Zoom Video Communications, saying that we might want to pay attention to it because it makes working from home easier. Well, with the escalating crisis, Zoom is now worth more than four airlines combined — United, Delta, American and JetBlue — with a market cap of just above $44 billion."
"5920","The so-called coronavirus curve is far from flat, but for many of the country’s arts organizations, revenue certainly is."
"5921","In several hours on Tuesday, Dr. Ashley Bray performed chest compressions at Elmhurst Hospital Center on a woman in her 80s, a man in his 60s and a 38-year-old who reminded the doctor of her fiancé. All had tested positive for the coronavirus and had gone into cardiac arrest. All eventually died."
"5922","RIO DE JANEIRO — Most leaders in Latin America reacted to the arrival of the coronavirus in the region with speed and severity: Borders were shut. Flights were halted. Soldiers roamed deserted streets enforcing quarantines, and medical professionals braced for an onslaught of patients by building field hospitals."
"5923","How to stay safe. How to protect others. How much risk to take when the smallest act can be a risk: touching a doorknob, buying milk. Whether or not the virus has reached your neighborhood, what’s swept into everyone’s lives is a set of confounding dilemmas."
"5924","If you stocked your pantry with loads of peanut butter, you might be getting tired of perpetual P.B.&J.s. Or in my case, peanut butter spread on banana slices and sprinkled with flaky sea salt. (Try it before you knock it.)"
"5925","I’m 26. I don’t have any prior autoimmune or respiratory conditions. I work out six times a week, and abstain from cigarettes. I thought my role in the current health crisis would be as an ally to the elderly and compromised. Then, I was hospitalized for Covid-19."
"5926","President Trump needs to call for a two-week shelter-in-place order, now, as part of a coherent national strategy for the coronavirus to protect Americans and their livelihoods."
"5927","KABUL, Afghanistan — The State Department said it was cutting $1 billion in aid to Afghanistan this year, and potentially another $1 billion in 2021, after Secretary of State Mike Pompeo failed to persuade rival Afghan leaders in a meeting on Monday in Kabul to support a unified government, which American diplomats consider crucial to preventing peace negotiations from falling apart."
"5928","NASHVILLE — A two-week bout with flu turned me into a person I didn’t recognize — a hopeless, coughing, exhausted person. I lay in bed, phone in hand, skipping from news outlet to news outlet: refreshing, clicking, scrolling, scrolling, scrolling. The news was always bad, every update worse than the one before."
"5929","WASHINGTON — Invoking the coronavirus crisis, the Justice Department has asked Congress to let more federal inmates serve their time at home and to steer scarce masks and testing kits to federal prisons ahead of other agencies, according to draft legislation submitted last week to congressional leaders."
"5930","MAPUTO — Mozambican troops battled Islamist insurgents in a northern town on Monday close to billion-dollar gas projects being developed by Exxon Mobil and Total, the authorities said."
"5931","Former field organizers for Michael R. Bloomberg filed two proposed class-action lawsuits against his presidential campaign Monday, arguing that they and thousands of others laid off this month had been tricked into taking jobs they were told would last until November."
"5932","Quillian Fennessy is used to feeding other people. She made about $700 a week waiting tables at Seattle’s oldest vegetarian restaurant and at a friendly Italian place in the city’s Ravenna neighborhood whose menu includes a section titled “pastabilities.” It was enough to pay rent on a shared house and allow her to pursue her musical career with a psychedelic pop band called Fruit Juice."
"5933","It takes only a few minutes, but cleaning high-traffic surfaces once a day can make a difference in preventing the spread of infection."
"5934","Across the globe, workers in the tourism industry — from pilots to tour guides to chauffeurs — are worrying about their livelihoods as governments close borders, prohibit large gatherings and implement strict quarantines on entire regions and countries."
"5935","Jen Philhower, 48, a part-time office manager in Austin, Texas, is one of the many Americans adjusting to almost every group activity being canceled, as people move indoors and into isolation to avoid spreading the novel coronavirus."
"5936","Lawrence had been part of my family lore for my entire life. His memory was infallible, and he had a gift with dates. He could calculate which day of the week your birthday would be on in 2050 within a few seconds. Lawrence was also developmentally disabled and had been institutionalized most of his life."
"5937","Small businesses are already laying off employees in response to the drop in demand because of the coronavirus. These layoffs risk sending the economy into a downward spiral of decreased demand, defaults and further layoffs within weeks or even days. To limit the damage, small businesses need help now."
"5938","As recently as a week ago, recreational golfers flocked to the fairways of public and private golf courses as a respite from stay-at-home guidelines and lifestyle prohibitions caused by the coronavirus pandemic. Golf, with its wide open spaces, still seemed safe."
"5939","Many of us are now entering the second, third or fourth week of restrictions on our movements, and it is becoming ever clearer that overcoming this crisis will be a marathon, not a sprint. As we all collectively adjust to our unique situations, we asked New York Times readers to share their ideas for pursuing the traveler’s spirit of discovery, curiosity and delight within their new limitations at home. Following are their responses, which have been edited for clarity and length."
"5940","Social media companies have been under tremendous pressure since the 2016 presidential election to do something — anything — about the proliferation of misinformation on their platforms."
"5941","Tell us about a moment from your own life that this illustration makes you think of — or use your imagination to write the opening of a short story or poem inspired by it."
"5942","$5.3 MILLION"
"5943","You need a drink, but you — not some mixologist — are in charge. Though professionals prefer little metal measuring containers, this set of one-and-a-half ounce glass ones, with markings for a half-ounce and an ounce, is very easy to use. And having several means that you can combine multiple spirits without rinsing in between. They’re also superb for pouring measured drams of precious Pappy Van Winkle. Use them for baking and cooking, keeping in mind that one-half ounce is a tablespoon."
"5944","CRIP CAMP: A DISABILITY REVOLUTION (2020) Stream on Netflix. This documentary, the latest offering from Barack Obama and Michelle Obama’s production company, draws a direct line between a Catskills summer camp and the American disability rights movement of the 1970s. Directed by Jim LeBrecht and Nicole Newnham, the film begins by focusing on Camp Jened, which was founded in the early 1950s and served as a community for campers with disabilities. But it eventually shifts focus to look at the adult lives of some of the camp’s alumni, several of whom became prominent activists. In his review for The New York Times, Ben Kenigsberg wrote that the film “unfolds from a perspective of lived experience.” Newnham and LeBrecht, he added, “deftly juggle a large cast of characters past and present, accomplishing the not-so-easy task of making all the personalities distinct.”"
"5945","Featured Article: “Welcome to the Virosphere” by Carl Zimmer"
"5946","The coronavirus pandemic is unlike anything most of us have ever experienced."
"5947","Hello! This is a conversation about anxiety and uncertainty. But before we dive into that, we’d like to present you with the opposite: Here’s everything we know about how to live now. If you already feel anxious or alone or have questions, start there."
"5948","Eleven states and the District of Columbia have opened enrollment under the Affordable Care Act to allow laid-off workers to get subsidized health insurance, and the Trump administration, which has been gunning to repeal the law, is considering opening the federal exchange to new customers."
"5949","KABUL, Afghanistan — Militants stormed a crowded Sikh temple and housing complex in Kabul on Wednesday, killing at least 25 people in a six-hour siege just as war-ravaged Afghanistan is starting to struggle with the global coronavirus contagion."
"5950","WASHINGTON — An effort by the Department of Veterans Affairs to prevent some veterans from seeking health care outside its centers drew heavy criticism from lawmakers and a vocal Fox News ally of the president, who suggested the department’s bureaucracy could undermine a signature program of President Trump’s term."
"5951","JERUSALEM — The Israeli ambulance system normally fields about 6,000 calls a day. Since the coronavirus crisis began, it has been averaging an astounding 100,000 calls a day."
"5952","Across the globe, workers in the tourism industry — from pilots to tour guides to chauffeurs — are worrying about their livelihoods as governments close borders, prohibit large gatherings and implement strict quarantines on entire regions and countries."
"5953","When it comes to the coronavirus outbreak, what’s the word related to mental health that you hear most? If you said “anxiety,” you’re not alone. But if you were to sit (virtually, of course) in a therapist’s office like mine or any of my colleagues’, what you might hear just as often is the word “loss.”"
"5954","WASHINGTON — The British government must withhold key evidence from the United States for the trial of two Islamic State detainees because the Trump administration has not provided assurances that the men will not be executed, the British Supreme Court ruled on Wednesday."
"5955","In a typical week, Jerome Gage, a Lyft driver in Los Angeles, makes $900 to $1,000 before expenses during roughly 50 hours on the road. This week, with most of the state holed up and demand for rides evaporating, he expects to work even longer to make far less than half that amount."
"5956",""
"5957","Ten million people watched “The Voice” last week, the biggest audience for the NBC reality show in a year."
"5958","It takes only a few minutes, but cleaning high-traffic surfaces once a day can make a difference in preventing the spread of infection."
"5959","Lawrence had been part of my family lore for my entire life. His memory was infallible, and he had a gift with dates. He could calculate which day of the week your birthday would be on in 2050 within a few seconds. Lawrence was also developmentally disabled and had been institutionalized most of his life."
"5960","The coronavirus pandemic is unlike anything most of us have ever experienced."
"5961","Eleven states and the District of Columbia have opened enrollment under the Affordable Care Act to allow laid-off workers to get subsidized health insurance, and the Trump administration, which has been gunning to repeal the law, is considering opening the federal exchange to new customers."
"5962","Quillian Fennessy is used to feeding other people. She made about $700 a week waiting tables at Seattle’s oldest vegetarian restaurant and at a friendly Italian place in the city’s Ravenna neighborhood whose menu includes a section titled “pastabilities.” It was enough to pay rent on a shared house and allow her to pursue her musical career with a psychedelic pop band called Fruit Juice."
"5963","Lawrence had been part of my family lore for my entire life. His memory was infallible, and he had a gift with dates. He could calculate which day of the week your birthday would be on in 2050 within a few seconds. Lawrence was also developmentally disabled and had been institutionalized most of his life."
"5964","It takes only a few minutes, but cleaning high-traffic surfaces once a day can make a difference in preventing the spread of infection."
"5965","Across the globe, workers in the tourism industry — from pilots to tour guides to chauffeurs — are worrying about their livelihoods as governments close borders, prohibit large gatherings and implement strict quarantines on entire regions and countries."
"5966","Jen Philhower, 48, a part-time office manager in Austin, Texas, is one of the many Americans adjusting to almost every group activity being canceled, as people move indoors and into isolation to avoid spreading the novel coronavirus."
"5967","KABUL, Afghanistan — Militants stormed a crowded Sikh temple and housing complex in Kabul on Wednesday, killing at least 25 people in a six-hour siege just as war-ravaged Afghanistan is starting to struggle with the global coronavirus contagion."
"5968","Small businesses are already laying off employees in response to the drop in demand because of the coronavirus. These layoffs risk sending the economy into a downward spiral of decreased demand, defaults and further layoffs within weeks or even days. To limit the damage, small businesses need help now."
"5969","As recently as a week ago, recreational golfers flocked to the fairways of public and private golf courses as a respite from stay-at-home guidelines and lifestyle prohibitions caused by the coronavirus pandemic. Golf, with its wide open spaces, still seemed safe."
"5970","Many of us are now entering the second, third or fourth week of restrictions on our movements, and it is becoming ever clearer that overcoming this crisis will be a marathon, not a sprint. As we all collectively adjust to our unique situations, we asked New York Times readers to share their ideas for pursuing the traveler’s spirit of discovery, curiosity and delight within their new limitations at home. Following are their responses, which have been edited for clarity and length."
"5971","HONG KONG — The Chinese province of Hubei, where the coronavirus pandemic began, will on Wednesday begin allowing most of its 60 million residents to leave, ending nearly two months of lockdown and sending a strong signal of the government’s confidence that its tough measures have worked to control the outbreak."
"5972","Stepping inside Adam Wallacavage’s 3,500-square-foot Gothic Victorian South Philadelphia brownstone, purchased by the sculptor and lighting designer in 2000, is like being transported into a grand turn-of-the-20th-century Louis Sullivan building crossed with a pirate ship. The 12 overstuffed rooms, spread across three floors, are packed with Victorian and Art Nouveau-inspired details, such as Tiffany-style lamps and taxidermy, that feel in keeping with the buildings’ ornate crown moldings and pocket doors. But more eye-catching still are the fantastical nautical artifacts he collects, including a six-foot-long fiberglass alligator and a delicate paper replica of a coelacanth fish purchased from an Atlanta flea market. The foam-green and aquamarine painted walls are also covered in works by Wallacavage’s artist friends — in the parlor, inches from the Victorian wainscoting, is an original spray-painted tag by the Philadelphia graffiti artist Cornbread — and his own curbside finds. In the kitchen, a mint-condition sign from the iconic local business Bambi Cleaners, fished from the trash, looks down from atop an ivory-painted 1940s-era cabinet."
"5973","WASHINGTON — If you want to shut down an economy to fight a pandemic without driving millions of people and businesses into bankruptcy, you need the government to cut some checks. The coronavirus response deal that the Senate passed late Wednesday will get a lot of checks into the mail, but it will soothe only a few months of financial pain."
"5974","Dez-Ann Romain, principal of the Brooklyn Democracy Academy, a public high school, always kept her office neat and freshened with new flowers, and kept the school decorated with inspirational quotes."
"5975","Our new reality became very immediate for my wife Donna and me in late February, when she came down with nasty, flulike symptoms and couldn’t get tested for the coronavirus for four long weeks. When she finally did, we were relieved the test came back negative."
"5976","Working from home with kids can be chaos, with interrupted conference calls and meltdowns between meetings, among other challenges. As we try to adjust to this new normal during the coronavirus pandemic, we want to celebrate the small wins from working while parenting. NYT Parenting readers shared their best tips:"
"5977","BERLIN — The coronavirus crisis contributed for the first time to the collapse of a national government on Wednesday after a majority of lawmakers in Kosovo voted to bring down the country’s ruling coalition, following a political dispute related in part to the pandemic."
"5978","County Line Pie was almost as busy on a Sunday in mid-March as it had been the month before. So the owner did what seemed like the only thing he could do: He shut down."
"5979","Last week we hosted two webinars for teachers, librarians and parents about how to use The Learning Network for remote learning. Over 500 people attended. And at the end of the sessions, when we asked participants what else we could do to help  during these uncertain times, they responded: offer more virtual professional development opportunities."
"5980","(Want to get this briefing by email? Here’s the sign-up.)"
"5981","WASHINGTON — The $2 trillion stimulus package passed by the Senate on Wednesday will send about $14 billion to colleges and universities that are hemorrhaging money as they close their campuses and try to stay afloat with distance learning."
"5982","Julia Miles, who dedicated her career to ensuring that women playwrights and directors had a stage of their own, died on March 18 at a care facility in Ridgefield, Conn. She was 90."
"5983","Last month, as the coronavirus started to spread here in the United States, I wrote about a smallish online conferencing company, Zoom Video Communications, saying that we might want to pay attention to it because it makes working from home easier. Well, with the escalating crisis, Zoom is now worth more than four airlines combined — United, Delta, American and JetBlue — with a market cap of just above $44 billion."
"5984","This briefing is no longer updating. You can find the latest coronavirus news here. "
"5985","This is the first year we have been experimenting with offering our contests, which have long been open to students 13 years old and up, to younger students. And so far, we have not been disappointed with the results."
"5986","This obituary is part of a series about people who have died in the coronavirus pandemic. Read about others here."
"5987","WASHINGTON — The $2 trillion economic stabilization package agreed to by Congress and the Trump administration early Wednesday morning is the largest of its kind in modern American history, intended to respond to the coronavirus pandemic and provide direct payments and jobless benefits for individuals, money for states and a huge bailout fund for businesses."
"5988","My most prominent memory from the Persian Gulf war was realizing my brother is a stone-cold genius. I was 10, he 5. We lived in Riyadh at the time, and our nightly routine included waking up to blaring air-raid sirens. The family would stumble down to the “bunker,” a large storage closet under the stairs. There we strapped on our gas masks, tried to get some rest on the floor and then crawled back up to bed at dawn."
"5989","Mercury — a planet with a surface hot enough to melt lead — might once have contained ingredients needed for life. Though that’s a pretty big might."
"5990","For those of us sheltering at home because of coronavirus and unable to visit the gym or otherwise weight train — which, right now, is most of us — a new study of the inner workings of our muscles should be heartening. It finds that if muscles have been trained in the past, they seem to develop a molecular memory of working out that lingers through a prolonged period of inactivity, and once we start training again, this “muscle memory” could speed the process by which we regain our former muscular strength and size."
"5991","Scientists agree that the main means by which the SARS-CoV-2 virus jumps from an infected person to its next host is by hitching a ride in the tiny droplets that are sprayed into the air with each cough or sneeze. But with deliveries now at holiday levels as locked-down Americans shop online rather than in person, the question remains: Can you catch the coronavirus from the parcels and packages your overburdened mail carrier keeps leaving at your door?"
"5992","For her portrayal of complicated women, Janet McTeer frequently sends audiences into fits of rapture. That includes the co-chief theater critics of The New York Times: Jesse Green called her “a riveting Shakespearean” (in the title roles of “Bernhardt/Hamlet”); and Ben Brantley wrote that she was “the theater’s timely answer to the Hale-Bopp comet” (for her Tony Award-winning Nora in “A Doll’s House”)."
"5993","The coronavirus has snarled many spring home-buying plans, as apartment buildings ban open houses, real estate agents shutter brokerages and quarantines make it tough to even step outside."
"5994","RIO DE JANEIRO — Most leaders in Latin America reacted to the arrival of the coronavirus in the region with speed and severity: Borders were shut. Flights were halted. Soldiers roamed deserted streets enforcing quarantines, and medical professionals braced for an onslaught of patients by building field hospitals."
"5995","Somehow, when I think of crepes, I automatically see a guy in a tuxedo flaming a copper pan of Cointreau tableside. White gloves, silver utensils, a heavy and starched tablecloth. Crêpes suzette — butter, sugar and orange liqueur — was the go-to move of my parents’ generation for capping off special dinner parties; I remember my dad flipping and flambéing, not in a tuxedo but definitely with a cravat."
"5996","My family’s color-coded, Google-calendar lives were upended two weeks ago when our daughters’ school abruptly closed, and my husband and I began to work from home in an effort to flatten the coronavirus curve. Suddenly, we went from being busy commuters, who typically see our 5- and 7-year-olds on the weekends and for brief stints in the mornings and evenings, to working full-time at home, while home schooling our girls. Our once color-coded life has become a colorful circus."
"5997","Across the world, countries have ramped up technological efforts to contain the spread of the coronavirus. South Korea and Singapore have used cellphone location information to identify possible infections. Russia is using facial recognition to enforce quarantines. In China, a smartphone app is being used to assess people’s contagion risks. Israel has turned to a previously undisclosed database of location data to track infections."
"5998","Since the coronavirus crisis started, artists have posted songs, speeches and even Shakespeare sonnets online to cheer people up, while others have staged impromptu fund-raisers, like the one-night-only virtual return of Rosie O’Donnell’s talk show, which featured one guest calling in from the bathtub."
"5999","If you stocked your pantry with loads of peanut butter, you might be getting tired of perpetual P.B.&J.s. Or in my case, peanut butter spread on banana slices and sprinkled with flaky sea salt. (Try it before you knock it.)"
"6000","WASHINGTON — Restaurants and retailers will get a tweak to federal tax law they have been seeking for more than a year that could save them $15 billion. Community banks are being granted their long-held wish of being freed to reduce the amount of capital they have to hold in reserve."
"6001","I’m 26. I don’t have any prior autoimmune or respiratory conditions. I work out six times a week, and abstain from cigarettes. I thought my role in the current health crisis would be as an ally to the elderly and compromised. Then, I was hospitalized for Covid-19."
"6002","Three companies that rushed to market unauthorized kits for at-home coronavirus testing face new questions from lawmakers in Washington."
"6003","WASHINGTON — Trump administration officials and top Democrats finalized an agreement early Wednesday morning on a roughly $2 trillion rescue package to confront the coronavirus pandemic, the largest economic stimulus measure in modern history."
"6004","MARGATE, England —The British government on Monday imposed a strict lockdown across the country. People can leave their houses only for a limited set of purposes; nonessential businesses are closed. This was the right decision — but I fear that it came far too late."
"6005","Iran is in terrible shape. It is among the countries worst hit by the coronavirus — more than 27,000 documented cases to date. Sanctions have choked its economy. Tensions with Washington remain high and the government is incompetent."
"6006","For her portrayal of complicated women, Janet McTeer frequently sends audiences into fits of rapture. That includes the co-chief theater critics of The New York Times: Jesse Green called her “a riveting Shakespearean” (in the title roles of “Bernhardt/Hamlet”); and Ben Brantley wrote that she was “the theater’s timely answer to the Hale-Bopp comet” (for her Tony Award-winning Nora in “A Doll’s House”)."
"6007","The coronavirus has snarled many spring home-buying plans, as apartment buildings ban open houses, real estate agents shutter brokerages and quarantines make it tough to even step outside."
"6008","MIAMI — Florida has a message for New Yorkers: Please don’t visit. And if you do, prepare to sit in quarantine or risk jail. Hawaii, which also thrives on tourism, is asking visitors to stay away for a month. And Alaska is requiring a 14-day quarantine for anyone entering from, as Alaskans put it, Outside."
"6009","How to stay safe. How to protect others. How much risk to take when the smallest act can be a risk: touching a doorknob, buying milk. Whether or not the virus has reached your neighborhood, what’s swept into everyone’s lives is a set of confounding dilemmas."
"6010","If you stocked your pantry with loads of peanut butter, you might be getting tired of perpetual P.B.&J.s. Or in my case, peanut butter spread on banana slices and sprinkled with flaky sea salt. (Try it before you knock it.)"
"6011","President Trump needs to call for a two-week shelter-in-place order, now, as part of a coherent national strategy for the coronavirus to protect Americans and their livelihoods."
"6012","The other day, anxious in my desk chair, I became a virtual traveler, staring at photos of public spaces abandoned in the wake of the coronavirus global pandemic: a soccer game in Germany, played in front of thousands of empty seats, the Piazza San Marco in Venice, vacant save for a few confused pigeons, the huge empty courtyard at the Great Mosque in Mecca, usually filled to the brim with worshipers circumnavigating the Ka’bah. These are places built for humans, but there were no humans. It was like peering into what a future might look like after we are gone, a disaster movie without the movie part."
"6013","WASHINGTON — The $2 trillion economic stabilization package agreed to by Congress and the Trump administration early Wednesday morning is the largest of its kind in modern American history, intended to respond to the coronavirus pandemic and provide direct payments and jobless benefits for individuals, money for states and a huge bailout fund for businesses."
"6014","My most prominent memory from the Persian Gulf war was realizing my brother is a stone-cold genius. I was 10, he 5. We lived in Riyadh at the time, and our nightly routine included waking up to blaring air-raid sirens. The family would stumble down to the “bunker,” a large storage closet under the stairs. There we strapped on our gas masks, tried to get some rest on the floor and then crawled back up to bed at dawn."
"6015","This obituary is part of a series about people who have died in the coronavirus pandemic. Read about others here."
"6016","For those of us sheltering at home because of coronavirus and unable to visit the gym or otherwise weight train — which, right now, is most of us — a new study of the inner workings of our muscles should be heartening. It finds that if muscles have been trained in the past, they seem to develop a molecular memory of working out that lingers through a prolonged period of inactivity, and once we start training again, this “muscle memory” could speed the process by which we regain our former muscular strength and size."
"6017","Scientists agree that the main means by which the SARS-CoV-2 virus jumps from an infected person to its next host is by hitching a ride in the tiny droplets that are sprayed into the air with each cough or sneeze. But with deliveries now at holiday levels as locked-down Americans shop online rather than in person, the question remains: Can you catch the coronavirus from the parcels and packages your overburdened mail carrier keeps leaving at your door?"
"6018","Mercury — a planet with a surface hot enough to melt lead — might once have contained ingredients needed for life. Though that’s a pretty big might."
"6019","Listen and subscribe to our podcast from your mobile device: Via Apple Podcasts | Via RadioPublic | Via Stitcher"
"6020","The wrangling on Capitol Hill over a $1.8 trillion package of measures to aid the stalling economy continued on Monday, after Democrats again blocked a version of the package that they said offered too little protection for workers and too much potential for abuse by big business."
"6021","Hi. Welcome to On Politics, your guide to the day in national politics. I’m Lisa Lerer, your host."
"6022","This article was produced in partnership with the Pulitzer Center on Crisis Reporting."
"6023","April Goode awoke shortly before 7 a.m. after a night of restless sleep atop two sleeping bags and a blanket on the floor of her hotel room. Her four children were asleep on the two full beds. Ms. Goode turned on the television and kept the volume low."
"6024","BERLIN — The leaders of a far-right faction inside Germany’s right-wing populist opposition have asked the group’s members to “cease their activities,” an apparent surrender that analysts cautioned was more likely to be a tactical move in the troubled party’s internal power struggles."
"6025","A few days into social distancing, I learned my daughters’ school would be closed indefinitely. And as the school where I teach had crash-landed into its own eerie spring break, the walls of my house started to close in. My wife and I set up Google Hangout and Google Meet, and weighed the prospects of third-grade virtual reading groups and of all the screen time our daughters might have as we slouched toward our de-limbed lives."
"6026","Test your currency with current events."
"6027","MOSCOW — Calling for “discipline and responsibility” in the face of the coronavirus, President Vladimir V. Putin of Russia on Wednesday announced the postponement of a referendum next month on whether he can govern until 2036."
"6028","A man suspected of planning to attack a Missouri hospital was killed during a shootout with F.B.I. agents, the authorities said on Wednesday."
"6029"," [Want to get New York Today by email? Here’s the sign-up.]"
"6030","The documentary “Crip Camp: A Disability Revolution,” due Wednesday on Netflix after winning accolades at the Sundance Film Festival, drops viewers directly into the lives of disabled teenagers at Camp Jened in the Catskills in the 1970s. There were fun and games — and serious conversation that would propel the nascent disability rights movement."
"6031","Every Friday, pop critics for The New York Times weigh in on the week’s most notable new songs and videos. Just want the music? Listen to the Playlist on Spotify here (or find our profile: nytimes). Like what you hear? Let us know at theplaylist@nytimes.com and sign up for our Louder newsletter, a once-a-week blast of our pop music coverage."
"6032","On March 23, Gov. Ralph Northam of Virginia announced that all schools would be canceled there until “at least” the end of the academic year; Kansas made that choice on March 17, and other states like New Jersey have indicated they may do the same. As parents across the country brace for having their kids underfoot for months, away from their friends and the comforting routines of school, many of our readers have asked: Should I be concerned about any potential long-term damage that a lengthy quarantine may have on my child?"
"6033","My husband is the family bread baker, turning out burnished, crackling sourdough loaves from our Dutch oven on a weekly basis. But biscuits are my domain. And they’re great to make right now, transforming a few pantry staples into buttery, flaky treats."
"6034","With April elections rapidly approaching in Wisconsin, local officials were issuing stark warnings about holding in-person voting amid the escalating coronavirus outbreak, saying the state was forcing voters to choose between their health and their constitutional right to vote."
"6035","WASHINGTON — As the coronavirus raced across the globe earlier this year, the Trump administration offered assistance to a pair of longtime American enemies, Iran and North Korea. The responses hardly amounted to a diplomatic breakthrough."
"6036","I hopped diagonally from one fallen leaf to another, hearing them crinkle under my little 3-year-old feet. I suddenly stopped dead in my tracks, my eyes wide. “Mama, why do flowers have petals?”"
"6037","Last June, “Red Table Talk” tackled the subject of polyamory. Adrienne Banfield-Norris, one of the hosts, said that she thought polyamory was just an excuse to have sexual relations with more than one person."
"6038","Stemming the spread of the coronavirus is already requiring radical changes in behavior."
"6039","After erupting on the East and West Coasts, the coronavirus outbreak has made its way inland, threatening to overwhelm parts of the United States where medical equipment is in short supply and official guidance is sometimes contradictory."
"6040","They hoped to secure jobs on political campaigns, at fashion brands and law offices, and in sales and finance. Instead, they’ve had internships canceled and interviews postponed, wandered through empty job fairs and seen recruiters ignore their anxious emails."
"6041"," [Want to get New York Today by email? Here’s the sign-up.]"
"6042","Test your currency with current events."
